Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
DR-1999,Disaster,7/1/11,TX,Castro County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Childress County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Clay County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Cochran County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Coke County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Coleman County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Concho County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Coryell County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Cottle County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Crane County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Crockett County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Crosby County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Culberson County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Dawson County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Deaf Smith County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Dickens County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Donley County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Duval County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Eastland County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Erath County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Fisher County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Foard County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Franklin County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Frio County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Garza County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Glasscock County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Gonzales County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hall County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hansford County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hardeman County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hardin County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Harrison County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hartley County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Haskell County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hemphill County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hockley County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Houston County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Howard County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Hutchinson County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Irion County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Jack County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Jasper County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Jeff Davis County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Jim Hogg County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Jones County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Kent County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Kimble County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,King County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Knox County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Lamar County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Lamb County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Lampasas County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Lee County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Leon County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Live Oak County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Lynn County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Marion County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Martin County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Mason County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Menard County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Midland County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Mills County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Mitchell County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Montague County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Moore County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Morris County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Motley County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Newton County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Nolan County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Ochiltree County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Oldham County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Palo Pinto County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Panola County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Pecos County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Potter County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Presidio County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Randall County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Reagan County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Red River County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Roberts County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Rusk County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Sabine County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,San Augustine County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,San Saba County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Scurry County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Shackelford County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Somervell County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Stephens County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Sterling County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Stonewall County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Sutton County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Swisher County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Terrell County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Terry County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Throckmorton County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Tom Green County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Trinity County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Tyler County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Upton County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Val Verde County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Walker County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Wheeler County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Wichita County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Wilbarger County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Winkler County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-1999,Disaster,7/1/11,TX,Young County,Fire,Wildfires,4/6/11,8/29/11,No,No,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Anderson County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Bastrop County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Bosque County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Bowie County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Briscoe County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Caldwell County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Camp County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Cass County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Cherokee County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Clay County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Colorado County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Coryell County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Crockett County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Edwards County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Fayette County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Foard County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Franklin County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Grayson County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Gregg County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Grimes County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Hall County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Hardin County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Harrison County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Henderson County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Hill County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Houston County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Howard County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Hunt County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Jefferson County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Kendall County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Kimble County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,La Salle County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Lee County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Leon County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Limestone County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,McCulloch County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Marion County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Matagorda County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Menard County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Montague County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Montgomery County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Morris County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Navarro County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Newton County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Nolan County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Orange County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Panola County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Pecos County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Polk County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Red River County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Reeves County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Roberts County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Rusk County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,San Augustine County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Shelby County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Smith County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Sutton County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Titus County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Travis County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Tyler County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Upshur County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Walker County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Waller County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Williamson County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4029,Disaster,9/9/11,TX,Wise County,Fire,Wildfires,8/30/11,12/31/11,No,Yes,Yes,Yes
DR-4136,Disaster,8/2/13,TX,McLennan County,Other,Explosion,4/17/13,4/20/13,No,No,Yes,Yes
DR-4159,Disaster,12/20/13,TX,Caldwell County,Storm,Severe Storms and Flooding,10/30/13,10/31/13,No,No,Yes,Yes
DR-4159,Disaster,12/20/13,TX,Freestone County,Storm,Severe Storms and Flooding,10/30/13,10/31/13,No,No,Yes,Yes
DR-4159,Disaster,12/20/13,TX,Hays County,Storm,Severe Storms and Flooding,10/30/13,10/31/13,No,No,Yes,Yes
DR-4159,Disaster,12/20/13,TX,Travis County,Storm,Severe Storms and Flooding,10/30/13,10/31/13,No,No,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Angelina County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Archer County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Atascosa County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Austin County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Bastrop County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Baylor County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Blanco County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Bosque County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Bowie County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Brazoria County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Brown County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Burleson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Caldwell County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Callahan County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Cass County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Cherokee County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Clay County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Collingsworth County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Colorado County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Comal County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Comanche County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Cooke County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Coryell County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Dallas County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Delta County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Denton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,DeWitt County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Dickens County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Duval County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Eastland County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Edwards County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Ellis County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Erath County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Fannin County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Fayette County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Fort Bend County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
DR-4223,Disaster,5/29/15,TX,Frio County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",5/4/15,6/22/15,No,Yes,Yes,Yes
